1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1:
1,0,0,0,0,1,13,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1:
1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1:
1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1:
1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1:
1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1:
1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1:
1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1:
1,0,0,0,0,10,17,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1:
1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1:
1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1:
1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1:
1,0,0,0,0,10,16,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1:
1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1:
1,0,0,0,0,10,17,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1:
1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1:
1,0,0,17,0,10,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1:
1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1:
1,0,0,0,0,10,0,10,0,16,0,0,1,0,0,0,0,0,0,0,0,0,0,1:
1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1:
1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1:
1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1:
1,0,0,0,0,1,12,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,1:
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
&
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1:
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,1:
1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1:
1,0,0,0,0,0,0,0,0,0,0,1,1,8,1,1,1,1,1,1,1,0,0,1:
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,9,1:
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1:
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1:
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1:
1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1:
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1:
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,0,0,0,0,1,0,0,1:
1,0,0,0,0,0,0,0,0,0,0,1,0,15,0,0,0,0,0,0,1,0,0,1:
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1:
1,0,0,0,0,0,0,0,0,0,0,1,1,10,1,10,1,10,1,0,1,0,0,1:
1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,15,0,0,1,0,0,1:
1,0,0,0,0,0,0,0,0,0,0,2,0,14,0,0,0,0,0,0,1,0,0,1:
1,0,0,0,0,0,0,0,0,0,0,1,1,10,1,10,1,10,1,0,1,0,0,1:
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1:
1,0,0,0,0,0,0,0,0,6,0,1,0,0,0,14,0,14,0,0,1,0,0,1:
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1:
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1:
1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1:
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1:
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
